session_id,traveller_id,origin_city,destination_city,search_date,travel_date,lead_days,departure_window,trip_purpose,party_size
S0000291,T000037,Kolkata,Mumbai,2024-03-08,2024-04-22,45,Night,Business,1
S0000292,T000037,Mumbai,Kolkata,2024-03-01,2024-03-02,1,Early Morning,Commute,1
S0000293,T000037,Chennai,Delhi,2024-03-30,2024-04-06,7,Morning,Commute,1
S0000294,T000037,Delhi,Chennai,2024-03-02,2024-04-05,34,Evening,Family / Personal,1
S0000295,T000037,Delhi,Mumbai,2024-03-02,2024-03-15,13,Morning,Family / Personal,1
S0000296,T000037,Delhi,Hyderabad,2024-03-09,2024-04-01,23,Evening,Commute,1
S0000297,T000038,Bangalore,Delhi,2024-03-05,2024-03-31,26,Morning,Commute,1
S0000298,T000038,Bangalore,Kolkata,2024-03-10,2024-04-03,24,Night,Business,1
S0000299,T000038,Mumbai,Delhi,2024-03-16,2024-05-02,47,Afternoon,Business,1
S0000300,T000038,Kolkata,Chennai,2024-03-18,2024-05-02,45,Night,Commute,1
S0000301,T000038,Mumbai,Delhi,2024-03-27,2024-04-14,18,Early Morning,Business,3
S0000302,T000038,Mumbai,Kolkata,2024-03-21,2024-05-07,47,Afternoon,Commute,1
S0000303,T000038,Kolkata,Bangalore,2024-03-27,2024-04-23,27,Morning,Commute,1
S0000304,T000038,Delhi,Hyderabad,2024-03-11,2024-04-23,43,Evening,Commute,1
S0000305,T000039,Chennai,Bangalore,2024-03-28,2024-04-17,20,Afternoon,Leisure,1
S0000306,T000039,Hyderabad,Chennai,2024-03-06,2024-03-29,23,Afternoon,Business,1
S0000307,T000039,Chennai,Bangalore,2024-03-05,2024-04-10,36,Early Morning,Commute,1
S0000308,T000039,Kolkata,Hyderabad,2024-03-17,2024-04-16,30,Early Morning,Commute,1
S0000309,T000039,Chennai,Bangalore,2024-03-09,2024-03-19,10,Evening,Commute,1
S0000310,T000039,Mumbai,Delhi,2024-03-01,2024-03-22,21,Evening,Commute,1
S0000311,T000039,Bangalore,Delhi,2024-03-28,2024-03-29,1,Early Morning,Commute,2
S0000312,T000039,Bangalore,Delhi,2024-03-26,2024-03-30,4,Night,Commute,1
S0000313,T000040,Hyderabad,Bangalore,2024-03-06,2024-03-21,15,Morning,Commute,1
S0000314,T000040,Chennai,Kolkata,2024-03-02,2024-03-24,22,Night,Commute,1
S0000315,T000040,Kolkata,Delhi,2024-03-18,2024-04-25,38,Evening,Commute,3
S0000316,T000040,Mumbai,Hyderabad,2024-03-14,2024-04-12,29,Morning,Commute,1
S0000317,T000040,Hyderabad,Bangalore,2024-03-24,2024-03-27,3,Night,Commute,2
S0000318,T000040,Mumbai,Bangalore,2024-03-01,2024-03-05,4,Morning,Leisure,1
S0000319,T000040,Kolkata,Mumbai,2024-03-25,2024-04-29,35,Early Morning,Commute,1
S0000320,T000040,Mumbai,Hyderabad,2024-03-14,2024-04-19,36,Early Morning,Commute,1
S0000321,T000041,Kolkata,Mumbai,2024-03-17,2024-04-01,15,Afternoon,Commute,1
S0000322,T000041,Bangalore,Hyderabad,2024-03-17,2024-04-19,33,Evening,Commute,2
S0000323,T000041,Bangalore,Mumbai,2024-03-11,2024-04-13,33,Night,Family / Personal,1
S0000324,T000041,Mumbai,Kolkata,2024-03-27,2024-05-06,40,Afternoon,Commute,1
S0000325,T000041,Chennai,Mumbai,2024-03-05,2024-03-16,11,Afternoon,Commute,2
S0000326,T000041,Mumbai,Kolkata,2024-03-06,2024-03-18,12,Early Morning,Commute,1
S0000327,T000041,Chennai,Delhi,2024-03-13,2024-04-03,21,Early Morning,Commute,1
S0000328,T000041,Mumbai,Hyderabad,2024-03-05,2024-03-17,12,Night,Commute,3
S0000329,T000042,Delhi,Kolkata,2024-03-21,2024-05-08,48,Afternoon,Commute,1
S0000330,T000042,Delhi,Bangalore,2024-03-01,2024-03-21,20,Evening,Commute,2
S0000331,T000042,Bangalore,Hyderabad,2024-03-30,2024-04-02,3,Afternoon,Commute,1
S0000332,T000042,Delhi,Bangalore,2024-03-14,2024-04-02,19,Night,Commute,1
S0000333,T000042,Bangalore,Kolkata,2024-03-17,2024-03-23,6,Early Morning,Commute,1
S0000334,T000042,Hyderabad,Bangalore,2024-03-22,2024-04-07,16,Afternoon,Commute,1
S0000335,T000042,Delhi,Chennai,2024-03-22,2024-04-23,32,Morning,Commute,1
S0000336,T000042,Hyderabad,Kolkata,2024-03-24,2024-05-01,38,Early Morning,Commute,1
S0000337,T000043,Mumbai,Chennai,2024-03-15,2024-03-29,14,Night,Commute,1
S0000338,T000043,Kolkata,Chennai,2024-03-16,2024-04-23,38,Night,Commute,1
S0000339,T000043,Chennai,Delhi,2024-03-01,2024-04-11,41,Evening,Commute,1
S0000340,T000043,Hyderabad,Bangalore,2024-03-29,2024-05-07,39,Early Morning,Commute,1
S0000341,T000043,Kolkata,Mumbai,2024-03-14,2024-03-25,11,Evening,Commute,1
S0000342,T000043,Delhi,Kolkata,2024-03-18,2024-04-05,18,Evening,Leisure,1
S0000343,T000043,Hyderabad,Chennai,2024-03-14,2024-03-22,8,Night,Commute,1
S0000344,T000043,Bangalore,Hyderabad,2024-03-12,2024-03-24,12,Evening,Family / Personal,1
S0000345,T000044,Bangalore,Mumbai,2024-03-02,2024-04-16,45,Night,Commute,1
S0000346,T000044,Bangalore,Hyderabad,2024-03-04,2024-04-01,28,Afternoon,Commute,1
S0000347,T000044,Hyderabad,Mumbai,2024-03-10,2024-03-11,1,Night,Commute,1
S0000348,T000044,Bangalore,Kolkata,2024-03-30,2024-04-09,10,Night,Commute,1
S0000349,T000044,Mumbai,Bangalore,2024-03-26,2024-05-11,46,Evening,Commute,3
S0000350,T000044,Kolkata,Hyderabad,2024-03-22,2024-03-23,1,Early Morning,Commute,1
S0000351,T000044,Chennai,Bangalore,2024-03-20,2024-05-03,44,Night,Leisure,1
S0000352,T000044,Kolkata,Chennai,2024-03-24,2024-05-11,48,Early Morning,Commute,1
S0000353,T000045,Kolkata,Mumbai,2024-03-20,2024-04-21,32,Night,Commute,1
S0000354,T000045,Mumbai,Delhi,2024-03-20,2024-03-29,9,Afternoon,Commute,1
S0000355,T000045,Hyderabad,Mumbai,2024-03-02,2024-03-11,9,Early Morning,Commute,1
S0000356,T000045,Mumbai,Bangalore,2024-03-01,2024-04-10,40,Evening,Family / Personal,1
S0000357,T000045,Mumbai,Kolkata,2024-03-12,2024-03-31,19,Evening,Commute,1
S0000358,T000045,Bangalore,Kolkata,2024-03-21,2024-04-08,18,Afternoon,Commute,1
S0000359,T000045,Bangalore,Kolkata,2024-03-27,2024-05-07,41,Evening,Leisure,1
S0000360,T000045,Chennai,Delhi,2024-03-26,2024-04-16,21,Afternoon,Leisure,1
S0000361,T000046,Bangalore,Delhi,2024-03-09,2024-03-20,11,Afternoon,Commute,1
S0000362,T000046,Delhi,Mumbai,2024-03-03,2024-03-09,6,Afternoon,Family / Personal,1
S0000363,T000046,Bangalore,Delhi,2024-03-27,2024-04-22,26,Morning,Commute,3
S0000364,T000046,Chennai,Bangalore,2024-03-22,2024-05-08,47,Early Morning,Commute,1
S0000365,T000046,Chennai,Kolkata,2024-03-23,2024-04-29,37,Morning,Commute,1
S0000366,T000046,Mumbai,Chennai,2024-03-06,2024-03-09,3,Early Morning,Business,1
S0000367,T000046,Delhi,Hyderabad,2024-03-19,2024-04-27,39,Early Morning,Commute,1
S0000368,T000046,Delhi,Kolkata,2024-03-01,2024-04-13,43,Night,Commute,3
S0000369,T000047,Chennai,Delhi,2024-03-14,2024-04-29,46,Night,Family / Personal,1
S0000370,T000047,Mumbai,Hyderabad,2024-03-16,2024-04-23,38,Evening,Commute,1
S0000371,T000047,Delhi,Hyderabad,2024-03-27,2024-05-14,48,Night,Commute,1
S0000372,T000047,Kolkata,Delhi,2024-03-01,2024-03-31,30,Morning,Family / Personal,1
S0000373,T000047,Bangalore,Hyderabad,2024-03-19,2024-04-25,37,Night,Leisure,1
S0000374,T000047,Mumbai,Hyderabad,2024-03-25,2024-03-26,1,Evening,Business,1
S0000375,T000047,Bangalore,Delhi,2024-03-20,2024-04-12,23,Morning,Leisure,1
S0000376,T000047,Chennai,Mumbai,2024-03-27,2024-05-10,44,Night,Business,1
S0000377,T000048,Mumbai,Kolkata,2024-03-21,2024-03-31,10,Night,Commute,1
S0000378,T000048,Delhi,Hyderabad,2024-03-07,2024-03-27,20,Early Morning,Commute,1
S0000379,T000048,Mumbai,Bangalore,2024-03-02,2024-03-04,2,Early Morning,Commute,2
S0000380,T000048,Hyderabad,Kolkata,2024-03-14,2024-04-25,42,Early Morning,Commute,1
S0000381,T000048,Bangalore,Chennai,2024-03-29,2024-04-24,26,Evening,Leisure,1
S0000382,T000048,Bangalore,Chennai,2024-03-08,2024-03-20,12,Afternoon,Commute,1
S0000383,T000048,Mumbai,Hyderabad,2024-03-01,2024-03-14,13,Evening,Commute,2
S0000384,T000048,Mumbai,Chennai,2024-03-23,2024-04-20,28,Evening,Commute,1
S0000385,T000049,Delhi,Chennai,2024-03-10,2024-03-11,1,Night,Family / Personal,1
S0000386,T000049,Bangalore,Mumbai,2024-03-17,2024-04-08,22,Night,Commute,1
S0000387,T000049,Chennai,Bangalore,2024-03-25,2024-05-05,41,Afternoon,Commute,1
S0000388,T000049,Hyderabad,Kolkata,2024-03-29,2024-04-30,32,Morning,Family / Personal,1
S0000389,T000049,Mumbai,Hyderabad,2024-03-22,2024-04-10,19,Afternoon,Commute,1
S0000390,T000049,Delhi,Kolkata,2024-03-14,2024-03-16,2,Night,Commute,1
S0000391,T000049,Chennai,Bangalore,2024-03-27,2024-04-15,19,Early Morning,Leisure,1
S0000392,T000049,Mumbai,Bangalore,2024-03-18,2024-04-26,39,Afternoon,Commute,1
S0000393,T000050,Bangalore,Delhi,2024-03-30,2024-04-17,18,Morning,Commute,2
S0000394,T000050,Chennai,Kolkata,2024-03-06,2024-03-24,18,Morning,Commute,2
S0000395,T000050,Hyderabad,Chennai,2024-03-11,2024-04-15,35,Early Morning,Commute,1
S0000396,T000050,Bangalore,Chennai,2024-03-02,2024-04-06,35,Afternoon,Leisure,1
S0000397,T000050,Mumbai,Chennai,2024-03-04,2024-04-01,28,Evening,Commute,1
S0000398,T000050,Bangalore,Kolkata,2024-03-19,2024-03-29,10,Afternoon,Commute,1
S0000399,T000050,Chennai,Mumbai,2024-03-11,2024-03-31,20,Evening,Commute,1
S0000400,T000050,Kolkata,Delhi,2024-03-30,2024-04-17,18,Early Morning,Commute,1
S0000401,T000051,Mumbai,Delhi,2024-03-02,2024-04-14,43,Morning,Commute,2
S0000402,T000051,Hyderabad,Delhi,2024-03-10,2024-03-13,3,Evening,Commute,1
S0000403,T000051,Bangalore,Chennai,2024-03-12,2024-04-20,39,Evening,Commute,1
S0000404,T000051,Kolkata,Chennai,2024-03-12,2024-03-20,8,Early Morning,Commute,1
S0000405,T000051,Mumbai,Chennai,2024-03-13,2024-04-05,23,Early Morning,Commute,2
S0000406,T000051,Hyderabad,Bangalore,2024-03-18,2024-04-03,16,Early Morning,Business,1
S0000407,T000051,Delhi,Mumbai,2024-03-11,2024-03-24,13,Night,Commute,1
S0000408,T000051,Kolkata,Bangalore,2024-03-12,2024-03-19,7,Afternoon,Family / Personal,1
S0000409,T000052,Kolkata,Hyderabad,2024-03-26,2024-04-01,6,Afternoon,Commute,1
S0000410,T000052,Hyderabad,Kolkata,2024-03-04,2024-04-22,49,Night,Family / Personal,2
S0000411,T000052,Hyderabad,Delhi,2024-03-13,2024-04-20,38,Early Morning,Commute,1
S0000412,T000052,Kolkata,Bangalore,2024-03-21,2024-03-22,1,Morning,Leisure,2
S0000413,T000052,Hyderabad,Delhi,2024-03-04,2024-03-27,23,Evening,Commute,3
S0000414,T000052,Chennai,Mumbai,2024-03-12,2024-03-21,9,Evening,Commute,1
S0000415,T000052,Delhi,Kolkata,2024-03-09,2024-03-17,8,Afternoon,Commute,1
S0000416,T000052,Bangalore,Mumbai,2024-03-24,2024-04-22,29,Evening,Commute,3
S0000417,T000053,Bangalore,Hyderabad,2024-03-30,2024-04-29,30,Early Morning,Leisure,1
S0000418,T000053,Hyderabad,Mumbai,2024-03-29,2024-04-26,28,Evening,Commute,1
S0000419,T000053,Kolkata,Bangalore,2024-03-27,2024-05-13,47,Early Morning,Commute,1
S0000420,T000053,Bangalore,Mumbai,2024-03-20,2024-04-13,24,Early Morning,Family / Personal,1
S0000421,T000053,Chennai,Kolkata,2024-03-23,2024-03-27,4,Afternoon,Commute,1
S0000422,T000053,Bangalore,Hyderabad,2024-03-15,2024-04-08,24,Morning,Leisure,1
S0000423,T000053,Delhi,Mumbai,2024-03-19,2024-04-16,28,Afternoon,Commute,1
S0000424,T000053,Bangalore,Delhi,2024-03-09,2024-04-20,42,Night,Leisure,1
S0000425,T000054,Bangalore,Hyderabad,2024-03-14,2024-03-31,17,Evening,Leisure,1
S0000426,T000054,Kolkata,Mumbai,2024-03-23,2024-04-02,10,Night,Commute,2
S0000427,T000054,Kolkata,Chennai,2024-03-21,2024-03-23,2,Night,Commute,1
S0000428,T000054,Kolkata,Chennai,2024-03-22,2024-05-07,46,Evening,Family / Personal,1
S0000429,T000054,Chennai,Hyderabad,2024-03-22,2024-04-27,36,Night,Family / Personal,1
S0000430,T000054,Bangalore,Kolkata,2024-03-22,2024-04-17,26,Afternoon,Commute,1
S0000431,T000054,Hyderabad,Kolkata,2024-03-16,2024-04-10,25,Evening,Commute,1
S0000432,T000054,Chennai,Mumbai,2024-03-14,2024-04-21,38,Afternoon,Family / Personal,2
S0000433,T000055,Mumbai,Delhi,2024-03-29,2024-05-09,41,Early Morning,Family / Personal,1
S0000434,T000055,Chennai,Hyderabad,2024-03-11,2024-04-01,21,Evening,Business,1
S0000435,T000055,Bangalore,Delhi,2024-03-03,2024-03-31,28,Night,Commute,1
S0000436,T000055,Hyderabad,Mumbai,2024-03-21,2024-05-06,46,Morning,Commute,1
S0000437,T000055,Bangalore,Mumbai,2024-03-02,2024-03-22,20,Early Morning,Commute,1
S0000438,T000055,Mumbai,Bangalore,2024-03-14,2024-04-17,34,Night,Leisure,1
S0000439,T000055,Kolkata,Bangalore,2024-03-01,2024-03-08,7,Early Morning,Commute,1
S0000440,T000055,Mumbai,Kolkata,2024-03-25,2024-04-01,7,Early Morning,Commute,2
S0000441,T000056,Mumbai,Kolkata,2024-03-08,2024-04-12,35,Evening,Business,1
S0000442,T000056,Bangalore,Delhi,2024-03-27,2024-04-16,20,Early Morning,Commute,1
S0000443,T000056,Mumbai,Bangalore,2024-03-29,2024-04-24,26,Early Morning,Business,3
S0000444,T000056,Chennai,Kolkata,2024-03-30,2024-05-03,34,Morning,Business,1
S0000445,T000056,Hyderabad,Chennai,2024-03-16,2024-03-18,2,Early Morning,Commute,1
S0000446,T000056,Hyderabad,Kolkata,2024-03-27,2024-04-06,10,Night,Commute,1
S0000447,T000056,Delhi,Mumbai,2024-03-19,2024-04-29,41,Evening,Leisure,1
S0000448,T000056,Bangalore,Delhi,2024-03-27,2024-05-13,47,Night,Commute,1
S0000449,T000057,Delhi,Bangalore,2024-03-15,2024-04-26,42,Morning,Family / Personal,1
S0000450,T000057,Chennai,Bangalore,2024-03-15,2024-04-13,29,Morning,Commute,1
S0000451,T000057,Bangalore,Chennai,2024-03-19,2024-04-16,28,Early Morning,Family / Personal,1
S0000452,T000057,Chennai,Bangalore,2024-03-27,2024-04-03,7,Morning,Commute,1
S0000453,T000057,Delhi,Kolkata,2024-03-03,2024-03-16,13,Evening,Commute,1
S0000454,T000057,Mumbai,Bangalore,2024-03-13,2024-03-23,10,Evening,Commute,1
S0000455,T000057,Hyderabad,Kolkata,2024-03-10,2024-03-25,15,Evening,Commute,1
S0000456,T000057,Kolkata,Chennai,2024-03-09,2024-04-02,24,Night,Commute,1
S0000457,T000058,Kolkata,Hyderabad,2024-03-15,2024-03-31,16,Night,Leisure,1
S0000458,T000058,Mumbai,Delhi,2024-03-28,2024-05-08,41,Evening,Commute,1
S0000459,T000058,Bangalore,Hyderabad,2024-03-16,2024-04-08,23,Night,Leisure,2
S0000460,T000058,Bangalore,Kolkata,2024-03-13,2024-03-17,4,Early Morning,Commute,1
S0000461,T000058,Hyderabad,Delhi,2024-03-25,2024-04-01,7,Night,Leisure,1
S0000462,T000058,Kolkata,Bangalore,2024-03-13,2024-04-09,27,Night,Commute,1
S0000463,T000058,Chennai,Mumbai,2024-03-12,2024-04-15,34,Evening,Commute,2
S0000464,T000058,Chennai,Hyderabad,2024-03-08,2024-03-24,16,Afternoon,Business,1
S0000465,T000059,Bangalore,Kolkata,2024-03-15,2024-04-11,27,Night,Commute,1
S0000466,T000059,Kolkata,Chennai,2024-03-30,2024-05-05,36,Afternoon,Family / Personal,1
S0000467,T000059,Chennai,Bangalore,2024-03-03,2024-04-15,43,Early Morning,Commute,1
S0000468,T000059,Bangalore,Hyderabad,2024-03-02,2024-03-08,6,Morning,Leisure,1
S0000469,T000059,Hyderabad,Chennai,2024-03-13,2024-04-28,46,Evening,Family / Personal,1
S0000470,T000059,Delhi,Hyderabad,2024-03-01,2024-03-21,20,Evening,Business,1
S0000471,T000059,Mumbai,Kolkata,2024-03-15,2024-03-20,5,Morning,Leisure,2
S0000472,T000059,Bangalore,Kolkata,2024-03-29,2024-04-10,12,Night,Commute,1
S0000473,T000060,Hyderabad,Bangalore,2024-03-06,2024-03-13,7,Early Morning,Family / Personal,1
S0000474,T000060,Kolkata,Delhi,2024-03-05,2024-04-12,38,Night,Business,3
S0000475,T000060,Hyderabad,Bangalore,2024-03-16,2024-03-22,6,Afternoon,Commute,1
S0000476,T000060,Kolkata,Delhi,2024-03-05,2024-04-16,42,Evening,Commute,2
S0000477,T000060,Hyderabad,Chennai,2024-03-29,2024-04-13,15,Evening,Commute,1
S0000478,T000060,Bangalore,Chennai,2024-03-18,2024-04-29,42,Evening,Commute,2
S0000479,T000060,Kolkata,Mumbai,2024-03-15,2024-04-01,17,Afternoon,Commute,1
S0000480,T000060,Chennai,Kolkata,2024-03-06,2024-03-23,17,Night,Commute,1
S0000481,T000061,Delhi,Hyderabad,2024-03-12,2024-03-27,15,Evening,Commute,1
S0000482,T000061,Chennai,Bangalore,2024-03-27,2024-04-16,20,Night,Commute,1
S0000483,T000061,Chennai,Delhi,2024-03-27,2024-05-03,37,Afternoon,Commute,1
S0000484,T000061,Delhi,Kolkata,2024-03-15,2024-04-02,18,Morning,Commute,1
S0000485,T000061,Bangalore,Chennai,2024-03-01,2024-03-28,27,Early Morning,Commute,1
S0000486,T000061,Delhi,Kolkata,2024-03-02,2024-03-14,12,Night,Business,1
S0000487,T000061,Kolkata,Bangalore,2024-03-08,2024-03-20,12,Night,Family / Personal,1
S0000488,T000061,Chennai,Hyderabad,2024-03-05,2024-03-17,12,Night,Family / Personal,1
S0000489,T000062,Hyderabad,Chennai,2024-03-16,2024-04-17,32,Early Morning,Commute,1
S0000490,T000062,Delhi,Kolkata,2024-03-17,2024-04-01,15,Morning,Commute,1
S0000491,T000062,Bangalore,Mumbai,2024-03-25,2024-04-16,22,Afternoon,Leisure,1
S0000492,T000062,Kolkata,Hyderabad,2024-03-01,2024-04-15,45,Evening,Commute,1
S0000493,T000062,Hyderabad,Delhi,2024-03-22,2024-03-26,4,Afternoon,Commute,1
S0000494,T000062,Mumbai,Kolkata,2024-03-01,2024-03-07,6,Early Morning,Commute,1
S0000495,T000062,Bangalore,Kolkata,2024-03-14,2024-04-05,22,Night,Business,2
S0000496,T000062,Hyderabad,Kolkata,2024-03-08,2024-04-13,36,Afternoon,Commute,1
S0000497,T000063,Hyderabad,Delhi,2024-03-10,2024-04-27,48,Afternoon,Commute,1
S0000498,T000063,Hyderabad,Mumbai,2024-03-09,2024-03-26,17,Early Morning,Family / Personal,1
S0000499,T000063,Chennai,Bangalore,2024-03-18,2024-04-02,15,Afternoon,Commute,1
S0000500,T000063,Bangalore,Chennai,2024-03-18,2024-04-22,35,Morning,Commute,1
S0000501,T000063,Delhi,Kolkata,2024-03-05,2024-04-16,42,Night,Commute,1
S0000502,T000063,Hyderabad,Chennai,2024-03-07,2024-03-30,23,Night,Business,1
S0000503,T000063,Kolkata,Delhi,2024-03-06,2024-04-09,34,Afternoon,Commute,2
S0000504,T000063,Hyderabad,Bangalore,2024-03-04,2024-03-16,12,Early Morning,Business,1
S0000505,T000064,Kolkata,Mumbai,2024-03-01,2024-04-10,40,Afternoon,Commute,1
S0000506,T000064,Mumbai,Hyderabad,2024-03-04,2024-04-05,32,Morning,Commute,3
S0000507,T000064,Mumbai,Delhi,2024-03-30,2024-04-27,28,Afternoon,Commute,3
S0000508,T000064,Delhi,Hyderabad,2024-03-17,2024-03-29,12,Night,Commute,1
S0000509,T000064,Bangalore,Mumbai,2024-03-04,2024-03-15,11,Early Morning,Leisure,1
S0000510,T000064,Hyderabad,Bangalore,2024-03-09,2024-03-26,17,Night,Commute,1
S0000511,T000064,Mumbai,Hyderabad,2024-03-07,2024-04-02,26,Morning,Family / Personal,1
S0000512,T000064,Delhi,Mumbai,2024-03-11,2024-03-31,20,Night,Commute,1
S0000513,T000065,Kolkata,Delhi,2024-03-03,2024-04-08,36,Afternoon,Family / Personal,1
S0000514,T000065,Bangalore,Hyderabad,2024-03-26,2024-04-20,25,Evening,Commute,1
S0000515,T000065,Kolkata,Mumbai,2024-03-01,2024-04-18,48,Night,Business,1
S0000516,T000065,Chennai,Delhi,2024-03-01,2024-04-17,47,Afternoon,Commute,3
S0000517,T000065,Chennai,Mumbai,2024-03-22,2024-05-05,44,Evening,Business,1
S0000518,T000065,Delhi,Chennai,2024-03-17,2024-04-08,22,Morning,Leisure,1
S0000519,T000065,Kolkata,Bangalore,2024-03-12,2024-03-19,7,Early Morning,Commute,2
S0000520,T000065,Bangalore,Mumbai,2024-03-03,2024-03-10,7,Morning,Business,1
S0000521,T000066,Kolkata,Chennai,2024-03-22,2024-04-07,16,Early Morning,Commute,2
S0000522,T000066,Delhi,Bangalore,2024-03-11,2024-03-27,16,Afternoon,Business,1
S0000523,T000066,Hyderabad,Chennai,2024-03-02,2024-04-15,44,Evening,Commute,1
S0000524,T000066,Bangalore,Kolkata,2024-03-22,2024-04-17,26,Evening,Commute,2
S0000525,T000066,Delhi,Chennai,2024-03-19,2024-05-02,44,Morning,Family / Personal,1
S0000526,T000066,Delhi,Mumbai,2024-03-06,2024-04-13,38,Night,Family / Personal,1
S0000527,T000066,Mumbai,Chennai,2024-03-07,2024-04-12,36,Afternoon,Commute,1
S0000528,T000066,Chennai,Kolkata,2024-03-03,2024-03-06,3,Evening,Family / Personal,1
S0000529,T000067,Bangalore,Kolkata,2024-03-06,2024-04-08,33,Evening,Commute,1
S0000530,T000067,Kolkata,Bangalore,2024-03-30,2024-05-08,39,Morning,Commute,1
S0000531,T000067,Mumbai,Delhi,2024-03-11,2024-03-23,12,Night,Commute,1
S0000532,T000067,Mumbai,Hyderabad,2024-03-29,2024-04-06,8,Night,Commute,2
S0000533,T000067,Chennai,Hyderabad,2024-03-04,2024-03-22,18,Morning,Family / Personal,1
S0000534,T000067,Delhi,Hyderabad,2024-03-04,2024-04-05,32,Morning,Business,1
S0000535,T000067,Hyderabad,Delhi,2024-03-16,2024-04-09,24,Night,Leisure,1
S0000536,T000067,Mumbai,Kolkata,2024-03-08,2024-03-17,9,Morning,Commute,1
S0000537,T000068,Delhi,Hyderabad,2024-03-24,2024-04-01,8,Morning,Commute,1
S0000538,T000068,Mumbai,Bangalore,2024-03-16,2024-03-25,9,Night,Family / Personal,1
S0000539,T000068,Hyderabad,Mumbai,2024-03-14,2024-04-26,43,Morning,Commute,1
S0000540,T000068,Delhi,Kolkata,2024-03-20,2024-04-26,37,Early Morning,Commute,2
S0000541,T000068,Chennai,Delhi,2024-03-12,2024-03-24,12,Night,Commute,1
S0000542,T000068,Bangalore,Mumbai,2024-03-30,2024-04-29,30,Night,Commute,1
S0000543,T000068,Delhi,Kolkata,2024-03-20,2024-05-05,46,Morning,Family / Personal,1
S0000544,T000068,Bangalore,Hyderabad,2024-03-13,2024-03-22,9,Early Morning,Commute,1
S0000545,T000069,Bangalore,Hyderabad,2024-03-10,2024-03-20,10,Afternoon,Leisure,1
S0000546,T000069,Kolkata,Delhi,2024-03-07,2024-03-30,23,Night,Commute,1
S0000547,T000069,Bangalore,Chennai,2024-03-04,2024-04-15,42,Early Morning,Family / Personal,1
S0000548,T000069,Bangalore,Kolkata,2024-03-26,2024-05-11,46,Evening,Commute,1
S0000549,T000069,Chennai,Kolkata,2024-03-09,2024-03-28,19,Night,Business,1
S0000550,T000069,Delhi,Mumbai,2024-03-23,2024-04-02,10,Afternoon,Leisure,1
S0000551,T000069,Mumbai,Kolkata,2024-03-26,2024-03-28,2,Afternoon,Commute,1
S0000552,T000069,Hyderabad,Bangalore,2024-03-11,2024-04-25,45,Night,Commute,2
S0000553,T000070,Delhi,Hyderabad,2024-03-10,2024-04-17,38,Night,Business,2
S0000554,T000070,Kolkata,Hyderabad,2024-03-22,2024-04-24,33,Evening,Family / Personal,1
S0000555,T000070,Bangalore,Hyderabad,2024-03-30,2024-04-10,11,Early Morning,Business,3
S0000556,T000070,Bangalore,Delhi,2024-03-19,2024-04-23,35,Evening,Commute,1
S0000557,T000070,Hyderabad,Chennai,2024-03-28,2024-04-05,8,Afternoon,Commute,1
S0000558,T000070,Kolkata,Hyderabad,2024-03-07,2024-04-06,30,Afternoon,Commute,1
S0000559,T000070,Bangalore,Mumbai,2024-03-04,2024-03-09,5,Early Morning,Commute,1
S0000560,T000070,Hyderabad,Kolkata,2024-03-26,2024-05-13,48,Afternoon,Commute,2
S0000561,T000071,Hyderabad,Chennai,2024-03-30,2024-05-12,43,Early Morning,Business,2
S0000562,T000071,Mumbai,Chennai,2024-03-30,2024-04-28,29,Evening,Family / Personal,1
S0000563,T000071,Hyderabad,Bangalore,2024-03-01,2024-03-30,29,Morning,Commute,1
S0000564,T000071,Delhi,Bangalore,2024-03-12,2024-04-02,21,Evening,Commute,1
S0000565,T000071,Kolkata,Delhi,2024-03-27,2024-04-15,19,Early Morning,Commute,1
S0000566,T000071,Bangalore,Hyderabad,2024-03-21,2024-04-23,33,Afternoon,Business,3
S0000567,T000071,Chennai,Mumbai,2024-03-21,2024-04-05,15,Evening,Commute,1
S0000568,T000071,Chennai,Bangalore,2024-03-22,2024-03-30,8,Early Morning,Family / Personal,1
S0000569,T000072,Delhi,Bangalore,2024-03-01,2024-04-14,44,Morning,Business,1
